context,question,choices,answer
"Luật Phòng, chống ma túy: Lập danh sách người sử dụng trái phép chất ma túy
1. Công an cấp xã giúp Ủy ban nhân dân cùng cấp lập danh sách người sử dụng trái phép chất ma túy cư trú tại địa phương.
2. Khi người sử dụng trái phép chất ma túy thay đổi nơi cư trú thì công an cấp xã nơi chuyển đi có trách nhiệm thông báo cho công an cấp xã nơi chuyển đến trong thời hạn 05 ngày làm việc kể từ ngày người đó chuyển khỏi địa phương để đưa vào danh sách và tiếp tục quản lý.
3. Công an cấp xã giúp Ủy ban nhân dân cùng cấp đưa ra khỏi danh sách người sử dụng trái phép chất ma túy trong các trường hợp sau đây:
a) Người sử dụng trái phép chất ma túy không có hành vi sử dụng trái phép chất ma túy trong thời gian quản lý quy định tại khoản 2 Điều 23 của Luật này;
b) Người sử dụng trái phép chất ma túy thuộc trường hợp dừng quản lý quy định tại khoản 5 Điều 23 của Luật này;
c) Người sử dụng trái phép chất ma túy chuyển đến cư trú ở địa phương khác.",Trường hợp nào sau đây là điều kiện để công an cấp xã đưa người sử dụng trái phép chất ma túy ra khỏi danh sách?,"{'A': 'Người đó có hành vi sử dụng ma túy trong 6 tháng gần nhất', 'B': 'Người đó không có hành vi sử dụng ma túy trong thời gian quản lý quy định', 'C': 'Người đó được cấp giấy phép sử dụng ma túy hợp pháp', 'D': 'Người đó có giấy xác nhận từ bệnh viện'}",B
"Luật Phòng, chống ma túy: Lập danh sách người sử dụng trái phép chất ma túy
1. Công an cấp xã giúp Ủy ban nhân dân cùng cấp lập danh sách người sử dụng trái phép chất ma túy cư trú tại địa phương.
2. Khi người sử dụng trái phép chất ma túy thay đổi nơi cư trú thì công an cấp xã nơi chuyển đi có trách nhiệm thông báo cho công an cấp xã nơi chuyển đến trong thời hạn 05 ngày làm việc kể từ ngày người đó chuyển khỏi địa phương để đưa vào danh sách và tiếp tục quản lý.
3. Công an cấp xã giúp Ủy ban nhân dân cùng cấp đưa ra khỏi danh sách người sử dụng trái phép chất ma túy trong các trường hợp sau đây:
a) Người sử dụng trái phép chất ma túy không có hành vi sử dụng trái phép chất ma túy trong thời gian quản lý quy định tại khoản 2 Điều 23 của Luật này;
b) Người sử dụng trái phép chất ma túy thuộc trường hợp dừng quản lý quy định tại khoản 5 Điều 23 của Luật này;
c) Người sử dụng trái phép chất ma túy chuyển đến cư trú ở địa phương khác.","Theo quy định, trường hợp nào không được coi là lý do để loại người sử dụng trái phép chất ma túy khỏi danh sách?","{'A': 'Người đó chuyển đến địa phương khác', 'B': 'Người đó bị kết án hình sự về tội sử dụng ma túy', 'C': 'Người đó không có hành vi sử dụng trong thời gian quản lý', 'D': 'Người đó thuộc trường hợp dừng quản lý theo quy định'}",B
"Luật Phòng, chống ma túy: Lập danh sách người sử dụng trái phép chất ma túy
1. Công an cấp xã giúp Ủy ban nhân dân cùng cấp lập danh sách người sử dụng trái phép chất ma túy cư trú tại địa phương.
2. Khi người sử dụng trái phép chất ma túy thay đổi nơi cư trú thì công an cấp xã nơi chuyển đi có trách nhiệm thông báo cho công an cấp xã nơi chuyển đến trong thời hạn 05 ngày làm việc kể từ ngày người đó chuyển khỏi địa phương để đưa vào danh sách và tiếp tục quản lý.
3. Công an cấp xã giúp Ủy ban nhân dân cùng cấp đưa ra khỏi danh sách người sử dụng trái phép chất ma túy trong các trường hợp sau đây:
a) Người sử dụng trái phép chất ma túy không có hành vi sử dụng trái phép chất ma túy trong thời gian quản lý quy định tại khoản 2 Điều 23 của Luật này;
b) Người sử dụng trái phép chất ma túy thuộc trường hợp dừng quản lý quy định tại khoản 5 Điều 23 của Luật này;
c) Người sử dụng trái phép chất ma túy chuyển đến cư trú ở địa phương khác.","Khi người sử dụng trái phép chất ma túy chuyển địa phương, thủ tục xử lý đúng theo quy định là:","{'A': 'Công an nơi chuyển đến tự lập danh sách mới', 'B': 'Công an nơi chuyển đi thông báo cho nơi chuyển đến trong 5 ngày và đưa vào danh sách', 'C': 'Người sử dụng tự báo cáo địa phương mới', 'D': 'Ủy ban nhân dân cấp xã trực tiếp quản lý'}",B
"Luật Đường bộ: Tổ chức, cá nhân kinh doanh dịch vụ cứu hộ giao thông đường bộ phải đáp ứng các yêu cầu: được thành lập theo quy định của pháp luật về doanh nghiệp, hợp tác xã; bảo đảm an toàn giao thông, an toàn lao động; không được sử dụng xe cứu hộ để kinh doanh vận tải hàng hoá bằng xe ô tô. Tổ chức, cá nhân kinh doanh dịch vụ cứu hộ có trách nhiệm thực hiện quy định của pháp luật về trật tự, an toàn giao thông đường bộ.","Theo quy định của Luật Đường bộ, tổ chức, cá nhân kinh doanh dịch vụ cứu hộ giao thông đường bộ phải được thành lập theo pháp luật nào?","{'A': 'Pháp luật về doanh nghiệp', 'B': 'Pháp luật về hợp tác xã', 'C': 'Cả pháp luật về doanh nghiệp và hợp tác xã', 'D': 'Pháp luật về đầu tư'}",C
"Luật Đường bộ: Tổ chức, cá nhân kinh doanh dịch vụ cứu hộ giao thông đường bộ phải đáp ứng các yêu cầu: được thành lập theo quy định của pháp luật về doanh nghiệp, hợp tác xã; bảo đảm an toàn giao thông, an toàn lao động; không được sử dụng xe cứu hộ để kinh doanh vận tải hàng hoá bằng xe ô tô. Tổ chức, cá nhân kinh doanh dịch vụ cứu hộ có trách nhiệm thực hiện quy định của pháp luật về trật tự, an toàn giao thông đường bộ.","Trách nhiệm nào sau đây không phải của tổ chức, cá nhân kinh doanh dịch vụ cứu hộ giao thông đường bộ?","{'A': 'Đảm bảo an toàn giao thông trong quá trình cứu hộ', 'B': 'Tuân thủ quy định về trật tự, an toàn giao thông đường bộ', 'C': 'Kinh doanh vận tải hàng hóa bằng xe ô tô', 'D': 'Bảo đảm an toàn lao động'}",C
"Luật Đường bộ: Tổ chức, cá nhân kinh doanh dịch vụ cứu hộ giao thông đường bộ phải đáp ứng các yêu cầu: được thành lập theo quy định của pháp luật về doanh nghiệp, hợp tác xã; bảo đảm an toàn giao thông, an toàn lao động; không được sử dụng xe cứu hộ để kinh doanh vận tải hàng hoá bằng xe ô tô. Tổ chức, cá nhân kinh doanh dịch vụ cứu hộ có trách nhiệm thực hiện quy định của pháp luật về trật tự, an toàn giao thông đường bộ.",Hành vi nào sau đây bị cấm đối với dịch vụ cứu hộ giao thông đường bộ?,"{'A': 'Sử dụng xe cứu hộ để vận chuyển hành khách', 'B': 'Không bảo đảm an toàn giao thông', 'C': 'Sử dụng xe cứu hộ để kinh doanh vận tải hàng hoá bằng xe ô tô', 'D': 'Không tuân thủ quy định về trật tự giao thông'}",C
"Luật Đường bộ: Tổ chức, cá nhân kinh doanh dịch vụ cứu hộ giao thông đường bộ phải đáp ứng các yêu cầu: được thành lập theo quy định của pháp luật về doanh nghiệp, hợp tác xã; bảo đảm an toàn giao thông, an toàn lao động; không được sử dụng xe cứu hộ để kinh doanh vận tải hàng hoá bằng xe ô tô. Tổ chức, cá nhân kinh doanh dịch vụ cứu hộ có trách nhiệm thực hiện quy định của pháp luật về trật tự, an toàn giao thông đường bộ.","Nếu một tổ chức cứu hộ sử dụng xe cứu hộ để vận chuyển hàng hóa, hành vi này sẽ thuộc phạm vi nào?","{'A': 'Vi phạm quy định về an toàn giao thông', 'B': 'Vi phạm quy định về trật tự giao thông', 'C': 'Vi phạm quy định về hoạt động cứu hộ', 'D': 'Vi phạm quy định về an toàn lao động'}",C
"Luật Đường bộ: Tổ chức, cá nhân kinh doanh dịch vụ cứu hộ giao thông đường bộ phải đáp ứng các yêu cầu: được thành lập theo quy định của pháp luật về doanh nghiệp, hợp tác xã; bảo đảm an toàn giao thông, an toàn lao động; không được sử dụng xe cứu hộ để kinh doanh vận tải hàng hoá bằng xe ô tô. Tổ chức, cá nhân kinh doanh dịch vụ cứu hộ có trách nhiệm thực hiện quy định của pháp luật về trật tự, an toàn giao thông đường bộ.","Trong trường hợp tổ chức cứu hộ không bảo đảm an toàn lao động, hành vi này thuộc lỗi nào theo quy định của Luật Đường bộ?","{'A': 'Vi phạm quy định về an toàn lao động', 'B': 'Vi phạm quy định về trật tự giao thông', 'C': 'Vi phạm quy định về hoạt động cứu hộ', 'D': 'Vi phạm quy định về an toàn giao thông'}",A
"Bộ luật dân sự: Chi phí vận chuyển và chi phí liên quan đến việc chuyển quyền sở hữu
1. Chi phí vận chuyển và chi phí liên quan đến việc chuyển quyền sở hữu do các bên thỏa thuận, trừ trường hợp pháp luật có quy định khác.
2. Trường hợp các bên không có thoả thuận hoặc thỏa thuận không rõ ràng thì chi phí vận chuyển và chi phí liên quan đến việc chuyển quyền sở hữu được xác định theo chi phí đã được công bố, quy định của cơ quan có thẩm quyền hoặc theo tiêu chuẩn ngành nghề.
3. Trường hợp không có căn cứ xác định theo quy định tại khoản 1 và khoản 2 Điều này thì chi phí vận chuyển và chi phí liên quan đến việc chuyển quyền sở hữu được xác định theo tiêu chuẩn thông thường hoặc theo tiêu chuẩn riêng phù hợp với mục đích giao kết hợp đồng.
4. Trường hợp các bên không có thoả thuận và pháp luật không quy định về chi phí vận chuyển và chi phí liên quan đến việc chuyển quyền sở hữu thì bên bán phải chịu chi phí vận chuyển đến địa điểm giao tài sản và chi phí liên quan đến việc chuyển quyền sở hữu.","Theo quy định tại khoản 1 Điều này, chi phí vận chuyển và chi phí liên quan đến việc chuyển quyền sở hữu được xác định như thế nào?","{'A': 'Do các bên thỏa thuận', 'B': 'Theo tiêu chuẩn thông thường', 'C': 'Theo quy định của cơ quan có thẩm quyền', 'D': 'Theo tiêu chuẩn ngành nghề'}",A
"Bộ luật dân sự: Chi phí vận chuyển và chi phí liên quan đến việc chuyển quyền sở hữu
1. Chi phí vận chuyển và chi phí liên quan đến việc chuyển quyền sở hữu do các bên thỏa thuận, trừ trường hợp pháp luật có quy định khác.
2. Trường hợp các bên không có thoả thuận hoặc thỏa thuận không rõ ràng thì chi phí vận chuyển và chi phí liên quan đến việc chuyển quyền sở hữu được xác định theo chi phí đã được công bố, quy định của cơ quan có thẩm quyền hoặc theo tiêu chuẩn ngành nghề.
3. Trường hợp không có căn cứ xác định theo quy định tại khoản 1 và khoản 2 Điều này thì chi phí vận chuyển và chi phí liên quan đến việc chuyển quyền sở hữu được xác định theo tiêu chuẩn thông thường hoặc theo tiêu chuẩn riêng phù hợp với mục đích giao kết hợp đồng.
4. Trường hợp các bên không có thoả thuận và pháp luật không quy định về chi phí vận chuyển và chi phí liên quan đến việc chuyển quyền sở hữu thì bên bán phải chịu chi phí vận chuyển đến địa điểm giao tài sản và chi phí liên quan đến việc chuyển quyền sở hữu.","Trường hợp các bên không có thỏa thuận hoặc thỏa thuận không rõ ràng, chi phí vận chuyển được xác định theo?","{'A': 'Chi phí đã được công bố', 'B': 'Tiêu chuẩn riêng phù hợp với mục đích giao kết hợp đồng', 'C': 'Chi phí do bên mua đề xuất', 'D': 'Tiêu chuẩn ngành nghề'}",A
