context,question,answer
"Luật Đất đai: Trách nhiệm tổ chức lập quy hoạch, kế hoạch sử dụng đất 1. Chính phủ tổ chức lập quy hoạch, kế hoạch sử dụng đất quốc gia. Bộ Tài nguyên và Môi trường có trách nhiệm chủ trì giúp Chính phủ lập quy hoạch, kế hoạch sử dụng đất quốc gia. 2. Ủy ban nhân dân cấp tỉnh tổ chức lập quy hoạch, kế hoạch sử dụng đất cấp tỉnh. Cơ quan có chức năng quản lý đất đai cấp tỉnh có trách nhiệm chủ trì giúp Ủy ban nhân dân cấp tỉnh lập quy hoạch, kế hoạch sử dụng đất cấp tỉnh. 3. Ủy ban nhân dân cấp huyện tổ chức lập quy hoạch sử dụng đất cấp huyện, kế hoạch sử dụng đất hằng năm cấp huyện. Cơ quan có chức năng quản lý đất đai cấp huyện có trách nhiệm chủ trì giúp Ủy ban nhân dân cấp huyện lập quy hoạch sử dụng đất cấp huyện, kế hoạch sử dụng đất hằng năm cấp huyện. 4. Quy hoạch sử dụng đất được phê duyệt trong năm đầu tiên của kỳ quy hoạch. 5. Quy hoạch, kế hoạch sử dụng đất của các địa phương có biển được lập bao gồm cả khu vực lấn biển.",Cơ quan có chức năng quản lý đất đai cấp tỉnh có trách nhiệm tổ chức lập quy hoạch sử dụng đất cấp huyện đúng hay sai?,Sai
"Luật Điện ảnh - Điều 1, 2, 3, 4 về quy định dừng phổ biến phim","Cơ quan nhà nước có thẩm quyền quyết định dừng phổ biến phim bao gồm cơ quan cấp Giấy phép phân loại phim, cơ quan tiếp nhận thông báo về nội dung chương trình chiếu phim, hoặc cơ quan thanh tra theo quy định của Chính phủ. đúng hay sai?",Đúng
"Luật Giáo dục: Ưu tiên đầu tư tài chính và đất đai xây dựng trường học; Bộ, cơ quan ngang Bộ, Hội đồng nhân dân và Ủy ban nhân dân các cấp có trách nhiệm đưa việc xây dựng trường học, công trình thể dục, thể thao, văn hóa, nghệ thuật phục vụ giáo dục vào quy hoạch, kế hoạch phát triển kinh tế - xã hội của ngành và địa phương; ưu tiên đầu tư tài chính và đất đai cho việc xây dựng trường học và ký túc xá cho học sinh, sinh viên trong kế hoạch phát triển kinh tế - xã hội.",Một địa phương không ưu tiên đầu tư đất đai cho trường học sẽ không vi phạm Luật Giáo dục đúng hay sai?,Sai
"Luật Bảo vệ môi trường: Đối tượng phải có giấy phép môi trường
1. Dự án đầu tư nhóm I, nhóm II và nhóm III có phát sinh nước thải, bụi, khí thải xả ra môi trường phải được xử lý hoặc phát sinh chất thải nguy hại phải được quản lý theo quy định về quản lý chất thải khi đi vào vận hành chính thức.
2. Dự án đầu tư, cơ sở, khu sản xuất, kinh doanh, dịch vụ tập trung, cụm công nghiệp hoạt động trước ngày Luật này có hiệu lực thi hành có tiêu chí về môi trường như đối tượng quy định tại khoản 1 Điều này.
3. Đối tượng quy định tại khoản 1 Điều này thuộc trường hợp dự án đầu tư công khẩn cấp theo quy định của pháp luật về đầu tư công được miễn giấy phép môi trường.",Dự án hoạt động trước ngày Luật này có hiệu lực được miễn giấy phép môi trường nếu đáp ứng tiêu chí môi trường đúng hay sai?,Sai
Luật Viễn thông: Lập hóa đơn và thanh toán tiền sử dụng dịch vụ viễn thông,"Nếu doanh nghiệp viễn thông không cung cấp thông tin chi tiết tiền sử dụng dịch vụ viễn thông khi người sử dụng yêu cầu, người sử dụng có thể từ chối thanh toán đúng hay sai?",Sai
"Luật Khám bệnh, chữa bệnh - Điều 1, khoản 1, 2, 3","Chức danh chuyên môn bao gồm bác sĩ, y sỹ, điều dưỡng và hộ sinh phải có giấy phép hành nghề đúng hay sai?",Đúng
"Luật Phòng, chống ma túy: Kiểm soát thuốc gây nghiện, thuốc hướng thần, thuốc tiền chất vì mục đích sơ cứu, cấp cứu trong cuộc hành trình, du lịch quốc tế, điều trị bệnh cho bản thân người nhập cảnh, xuất cảnh, quá cảnh","Việc mang theo thuốc gây nghiện, thuốc hướng thần, thuốc tiền chất trong mọi trường hợp đều phải khai báo với cơ quan Hải quan. đúng hay sai?",Sai
Bộ luật dân sự: Trách nhiệm giao tài sản không đúng chủng loại... bên mua có thể hủy bỏ phần hợp đồng liên quan đến loại tài sản đó và yêu cầu bồi thường thiệt hại.,"Theo Bộ luật dân sự, nếu tài sản gồm nhiều chủng loại và chỉ một loại không đúng, bên mua có quyền hủy bỏ toàn bộ hợp đồng và yêu cầu bồi thường thiệt hại. đúng hay sai?",Sai
Luật Giao dịch điện tử - Giải thích từ ngữ,Dữ liệu số là dữ liệu điện tử được tạo lập bằng phương pháp dùng tín hiệu analog. đúng hay sai?,Sai
"Luật Bảo vệ môi trường: Khiếu nại, tố cáo về môi trường
1. Tổ chức, cá nhân có quyền khiếu nại về hành vi vi phạm pháp luật về bảo vệ môi trường của cơ quan, tổ chức, cá nhân theo quy định của pháp luật.
2. Cá nhân có quyền tố cáo hành vi vi phạm pháp luật về bảo vệ môi trường với cơ quan, người có thẩm quyền theo quy định của pháp luật về tố cáo.",Cá nhân có quyền tố cáo hành vi vi phạm pháp luật bảo vệ môi trường với cơ quan quản lý môi trường mà không cần căn cứ pháp lý cụ thể đúng hay sai?,Sai
"Luật Giáo dục, Điều 1: Trường của cơ quan nhà nước, tổ chức chính trị, tổ chức chính trị - xã hội, lực lượng vũ trang nhân dân là cơ sở giáo dục của hệ thống giáo dục quốc dân, được tổ chức và hoạt động theo quy định của Luật Giáo dục nghề nghiệp, Luật Giáo dục đại học và điều lệ nhà trường khi đáp ứng nhu cầu phát triển kinh tế - xã hội và được cơ quan nhà nước có thẩm quyền cho phép hoạt động giáo dục, thực hiện chương trình giáo dục thì được cấp văn bằng, chứng chỉ của hệ thống giáo dục quốc dân.","Trường của lực lượng vũ trang nhân dân chỉ được đào tạo sĩ quan, hạ sĩ quan và không bồi dưỡng cán bộ quản lý nhà nước đúng hay sai?",Sai
"Luật Tố tụng hành chính, Thông báo kết quả việc cấp, tống đạt hoặc thông báo văn bản tố tụng","Người thực hiện việc cấp, tống đạt văn bản tố tụng phải thông báo kết quả bằng văn bản cho Tòa án hoặc cơ quan ban hành văn bản tố tụng đúng hay sai?",Đúng
"Luật Nhà ở: Các hình thức cải tạo, xây dựng lại nhà chung cư
1. Doanh nghiệp kinh doanh bất động sản đầu tư vốn hoặc góp vốn cùng các chủ sở hữu nhà chung cư thuộc trường hợp quy định tại khoản 2 Điều 59 của Luật này để thực hiện phá dỡ, xây dựng lại nhà chung cư, trừ trường hợp quy định tại khoản 2 và khoản 3 Điều này.
2. Hội đồng nhân dân cấp tỉnh quyết định sử dụng vốn từ ngân sách địa phương theo quy định của pháp luật về đầu tư công để thực hiện dự án đầu tư cải tạo, xây dựng lại nhà chung cư trên địa bàn không thuộc quy định tại khoản 3 Điều này trong các trường hợp sau đây:
a) Toàn bộ nhà chung cư thuộc tài sản công;
b) Nhà chung cư thuộc trường hợp phá dỡ theo quy định tại điểm b khoản 2 Điều 59 của Luật này, trừ trường hợp toàn bộ nhà chung cư đó thuộc một chủ sở hữu và không phải là tài sản công.
3. Đối với nhà ở thuộc tài sản công do cơ quan trung ương là đại diện chủ sở hữu, việc cải tạo, xây dựng lại nhà chung cư thực hiện theo quy định của pháp luật về đầu tư công.",Việc cải tạo nhà chung cư thuộc tài sản công do cơ quan trung ương đại diện chủ sở hữu phải tuân thủ quy định về đầu tư công đúng hay sai?,Đúng
"Bộ luật dân sự, Quyền nhận lại tài sản bảo đảm: Trước thời điểm xử lý tài sản bảo đảm mà bên bảo đảm thực hiện đầy đủ nghĩa vụ của mình đối với bên nhận bảo đảm và thanh toán chi phí phát sinh do việc chậm thực hiện nghĩa vụ thì có quyền nhận lại tài sản đó, trừ trường hợp luật có quy định khác.","Nếu bên bảo đảm thực hiện đầy đủ nghĩa vụ và thanh toán chi phí phát sinh, nhưng bên nhận bảo đảm đã xử lý tài sản bảo đảm trước thời điểm quy định, bên bảo đảm có quyền yêu cầu trả lại tài sản đúng hay sai?",Sai
"Luật Chăn nuôi
Thức ăn chăn nuôi chứa kháng sinh
1. Kháng sinh sử dụng trong thức ăn chăn nuôi phải là thuốc thú y được phép lưu hành tại Việt Nam.
2. Chỉ được sử dụng kháng sinh trong sản xuất thức ăn chăn nuôi theo đơn của người có chứng chỉ hành nghề phòng, trị bệnh cho động vật theo quy định của pháp luật về thú y để phòng bệnh cho vật nuôi ở giai đoạn con non, trị bệnh cho vật nuôi nhiễm bệnh.
3. Việc sử dụng thức ăn chăn nuôi chứa kháng sinh phải tuân thủ hướng dẫn của tổ chức, cá nhân sản xuất hoặc cung cấp thức ăn chăn nuôi.
4. Thức ăn chăn nuôi chứa kháng sinh phải thể hiện thông tin về tên và hàm lượng kháng sinh, hướng dẫn sử dụng, thời gian ngừng sử dụng trên nhãn sản phẩm hoặc tài liệu kèm theo sản phẩm.
5. Chính phủ quy định tiêu chí đối với các loại vật nuôi ở giai đoạn con non được phép sử dụng thức ăn chăn nuôi chứa kháng sinh để phòng bệnh và lộ trình bỏ việc sử dụng kháng sinh trong phòng bệnh đối với vật nuôi.",Một người sản xuất thức ăn chăn nuôi có thể sử dụng kháng sinh mà không cần hướng dẫn của tổ chức sản xuất. đúng hay sai?,Sai
"Luật Tố tụng hành chính, Điều 123","Kết quả xử lý đơn của Thẩm phán không cần phải được thông báo cho người khởi kiện, đúng hay sai?",Sai
"Luật Chăn nuôi 2018 - Quy định chuyển tiếp: 1. Giấy phép, giấy chứng nhận đã cấp trước ngày luật có hiệu lực được tiếp tục sử dụng... 2. Cơ sở chăn nuôi trong khu vực quy định tại khoản 1 Điều 12 phải ngừng hoạt động hoặc di dời trong 05 năm... 3. Cơ sở chăn nuôi không đáp ứng điều kiện phải hoàn thiện trong 05 năm...",Cơ sở chăn nuôi trong khu vực quy định tại khoản 1 Điều 12 phải ngừng hoạt động hoặc di dời trong thời hạn 05 năm kể từ ngày Luật có hiệu lực đúng hay sai?,Đúng
"Luật Tiếp cận thông tin, Đăng Công báo, niêm yết
1. Việc công khai thông tin bằng hình thức đăng Công báo, niêm yết được thực hiện theo quy định của pháp luật.
2. Đối với những thông tin được công khai bằng hình thức niêm yết mà pháp luật chưa quy định cụ thể về địa điểm, thời hạn niêm yết thì phải được niêm yết tại trụ sở cơ quan nhà nước hoặc địa điểm sinh hoạt cộng đồng trong thời hạn ít nhất là 30 ngày.","Đối với thông tin được niêm yết mà pháp luật đã quy định cụ thể về địa điểm và thời hạn, thì không cần tuân thủ quy định tại Điều 2 đúng hay sai?",Sai
"Luật Giáo dục: Đầu tư cho giáo dục là đầu tư phát triển... Nhà nước khuyến khích và bảo hộ các quyền, lợi ích hợp pháp của tổ chức, cá nhân nước ngoài đầu tư cho giáo dục. Ngân sách nhà nước giữ vai trò chủ đạo trong tổng nguồn lực đầu tư cho giáo dục.","Đầu tư cho giáo dục được xác định là đầu tư phát triển theo Điều 1, Khoản 1 Luật Giáo dục. đúng hay sai?",Đúng
